dataset,model_label,path,person_index,people_count,crowd_bin,head_size,head_size_bin,inout,target_x,target_y,target_distance,target_distance_bin,target_cluster,num_target_clusters,target_separation,target_separation_bin,pred_x,pred_y,auc,l2,avg_l2,min_l2,inout_score,target_confusion,association_margin
vat,p1a_static_prior,images/CBS This Morning/11118_11359/00011121.jpg,0,4,4,0.16214943191884737,large,1,0.7734375,0.22685185185185186,0.6018578176175569,far,0,2,0.46189711574417563,far,0.78125,0.21875,0.9701936091549948,0.011255005983088389,,,0.9433624148368835,0.0,0.4569112201701303
vat,p1a_static_prior,images/CBS This Morning/11118_11359/00011121.jpg,1,4,4,0.14926517541808793,medium,1,0.3151041666666667,0.18611111111111112,0.4983006748301472,medium,1,2,0.46189711574417563,far,0.5625,0.1875,0.9140569665550475,0.24739973193809267,,,0.9904918074607849,1.0,-0.031059676392074242
vat,p1a_static_prior,images/CBS This Morning/11118_11359/00011121.jpg,2,4,4,0.07875747074107224,small,1,0.7760416666666666,0.22685185185185186,0.2117493873643536,near,0,2,0.46189711574417563,far,0.78125,0.21875,0.967424267707951,0.009631549176558613,,,0.8533405661582947,0.0,0.4569112201701303
vat,p1a_static_prior,images/CBS This Morning/11118_11359/00011121.jpg,3,4,4,0.10724614730194797,medium,1,0.7760416666666666,0.22777777777777777,0.47931795842462127,medium,0,2,0.46189711574417563,far,0.546875,0.171875,0.9484119302695546,0.2358865864655782,,,0.9665370583534241,1.0,-0.00268966461900097
vat,p1a_static_prior,images/CBS This Morning/11118_11359/00011122.jpg,0,4,4,0.16214943191884737,large,1,0.7734375,0.22685185185185186,0.6019051633569443,far,0,2,0.46249900596541776,far,0.78125,0.21875,0.9646133935557557,0.011255005983088389,,,0.9441394209861755,0.0,0.45770243533233196
vat,p1a_static_prior,images/CBS This Morning/11118_11359/00011122.jpg,1,4,4,0.14926517541808806,medium,1,0.3140625,0.18518518518518517,0.49945620915939953,medium,1,2,0.46249900596541776,far,0.5625,0.1875,0.9033318871052075,0.2484482839020565,,,0.9905298352241516,1.0,-0.03262021369467735
vat,p1a_static_prior,images/CBS This Morning/11118_11359/00011122.jpg,2,4,4,0.07875747074107217,small,1,0.7744791666666667,0.22685185185185186,0.2101517433190489,near,0,2,0.46249900596541776,far,0.78125,0.21875,0.9687191981221284,0.01055860726881782,,,0.8503633141517639,0.0,0.45770243533233196
vat,p1a_static_prior,images/CBS This Morning/11118_11359/00011122.jpg,3,4,4,0.10724614730194797,medium,1,0.7760416666666666,0.22777777777777777,0.47931795842462127,medium,0,2,0.46249900596541776,far,0.546875,0.171875,0.9474551947401796,0.2358865864655782,,,0.967709481716156,1.0,-0.0011984604501761031
vat,p1a_static_prior,images/CBS This Morning/11118_11359/00011123.jpg,0,4,4,0.16214943191884737,large,1,0.7734375,0.22685185185185186,0.6019525090967638,far,0,2,0.4607700867058865,far,0.78125,0.21875,0.9580860839479803,0.011255005983088389,,,0.9391368627548218,0.0,0.4562214340173535
vat,p1a_static_prior,images/CBS This Morning/11118_11359/00011123.jpg,1,4,4,0.14926517541808798,medium,1,0.3151041666666667,0.18518518518518517,0.4982759294477189,medium,1,2,0.4607700867058865,far,0.5625,0.1875,0.8934315285147979,0.24740666263930994,,,0.9905622601509094,1.0,-0.032261173477381805
vat,p1a_static_prior,images/CBS This Morning/11118_11359/00011123.jpg,2,4,4,0.07875747074107224,small,1,0.7739583333333333,0.22685185185185186,0.20958791354330897,near,0,2,0.4607700867058865,far,0.78125,0.21875,0.965095469597689,0.010899926889990301,,,0.8436424136161804,0.0,0.4562214340173535
vat,p1a_static_prior,images/CBS This Morning/11118_11359/00011123.jpg,3,4,4,0.10724614730194797,medium,1,0.7744791666666667,0.22777777777777777,0.47775935998114893,medium,0,2,0.4607700867058865,far,0.546875,0.171875,0.9420655845913664,0.2343688913812996,,,0.9692651629447937,1.0,-0.0015636280164618988
