auc,head_size,inout,inout_score,l2,path,people_count,query_index,sequence_id,target_x,target_y
0.8938891299269097,0.16214943191884737,1,0.9585752487182617,0.22995463588183596,images/CBS This Morning/11118_11359/00011121.jpg,4,0,images/CBS This Morning/11118_11359,0.7734375,0.22685185074806213
0.8639692657981881,0.14926517541808793,1,0.9744043350219727,0.2317750047165664,images/CBS This Morning/11118_11359/00011121.jpg,4,1,images/CBS This Morning/11118_11359,0.3151041567325592,0.18611110746860504
0.9634489945006248,0.07875747074107224,1,0.7968392968177795,0.00963153750419987,images/CBS This Morning/11118_11359/00011121.jpg,4,2,images/CBS This Morning/11118_11359,0.7760416865348816,0.22685185074806213
0.9459459259012042,0.10724614730194797,1,0.9062843918800354,0.2326793280607291,images/CBS This Morning/11118_11359/00011121.jpg,4,3,images/CBS This Morning/11118_11359,0.7760416865348816,0.22777777910232544
0.894869598430657,0.16214943191884737,1,0.9580507278442383,0.22995463588183596,images/CBS This Morning/11118_11359/00011122.jpg,4,0,images/CBS This Morning/11118_11359,0.7734375,0.22685185074806213
0.8601326821598491,0.14926517541808806,1,0.9728154540061951,0.23282400171941348,images/CBS This Morning/11118_11359/00011122.jpg,4,1,images/CBS This Morning/11118_11359,0.3140625059604645,0.18518517911434174
0.9662576436864725,0.07875747074107217,1,0.7948770523071289,0.010558616614448145,images/CBS This Morning/11118_11359/00011122.jpg,4,2,images/CBS This Morning/11118_11359,0.7744791507720947,0.22685185074806213
0.9464005606915197,0.10724614730194797,1,0.9053568243980408,0.2326793280607291,images/CBS This Morning/11118_11359/00011122.jpg,4,3,images/CBS This Morning/11118_11359,0.7760416865348816,0.22777777910232544
0.8984747855688683,0.16214943191884737,1,0.9581699371337891,0.22995463588183596,images/CBS This Morning/11118_11359/00011123.jpg,4,0,images/CBS This Morning/11118_11359,0.7734375,0.22685185074806213
0.8542535794146113,0.14926517541808798,1,0.9724535346031189,0.23178240266386335,images/CBS This Morning/11118_11359/00011123.jpg,4,1,images/CBS This Morning/11118_11359,0.3151041567325592,0.18518517911434174
0.969539469048864,0.07875747074107224,1,0.8043180108070374,0.011622577060773414,images/CBS This Morning/11118_11359/00011123.jpg,4,2,images/CBS This Morning/11118_11359,0.7739583253860474,0.22685185074806213
0.9450685475048858,0.10724614730194797,1,0.9066610932350159,0.23114053936534404,images/CBS This Morning/11118_11359/00011123.jpg,4,3,images/CBS This Morning/11118_11359,0.7744791507720947,0.22777777910232544
0.8923657696344011,0.16214943191884737,1,0.9622950553894043,0.2304677956367944,images/CBS This Morning/11118_11359/00011124.jpg,4,0,images/CBS This Morning/11118_11359,0.7739583253860474,0.22685185074806213
0.849715389721397,0.14926517541808806,1,0.9758233428001404,0.23125415890105472,images/CBS This Morning/11118_11359/00011124.jpg,4,1,images/CBS This Morning/11118_11359,0.31562501192092896,0.18611110746860504
0.9702388501373916,0.07875747074107224,1,0.7989531755447388,0.009833201017393841,images/CBS This Morning/11118_11359/00011124.jpg,4,2,images/CBS This Morning/11118_11359,0.7729166746139526,0.22777777910232544
0.9448074847867926,0.10724614730194797,1,0.9098938703536987,0.23011489716153913,images/CBS This Morning/11118_11359/00011124.jpg,4,3,images/CBS This Morning/11118_11359,0.7734375,0.22777777910232544
0.8855625641995499,0.16214943191884737,1,0.9640205502510071,0.23011489716153913,images/CBS This Morning/11118_11359/00011125.jpg,4,0,images/CBS This Morning/11118_11359,0.7734375,0.22777777910232544
0.8458765811167105,0.14926517541808806,1,0.9710456728935242,0.23333745300878053,images/CBS This Morning/11118_11359/00011125.jpg,4,1,images/CBS This Morning/11118_11359,0.3135416805744171,0.18611110746860504
0.970582978265787,0.07875747074107232,1,0.798936128616333,0.009453450314025,images/CBS This Morning/11118_11359/00011125.jpg,4,2,images/CBS This Morning/11118_11359,0.7723958492279053,0.22777777910232544
0.9419357948877689,0.10724614730194797,1,0.9091605544090271,0.22738205333699513,images/CBS This Morning/11118_11359/00011125.jpg,4,3,images/CBS This Morning/11118_11359,0.7729166746139526,0.22777777910232544
0.8772664063456042,0.16214943191884737,1,0.966551661491394,0.22908939941841766,images/CBS This Morning/11118_11359/00011126.jpg,4,0,images/CBS This Morning/11118_11359,0.7723958492279053,0.22777777910232544
0.8527398606429412,0.14926517541808806,1,0.9709913730621338,0.23281663686981763,images/CBS This Morning/11118_11359/00011126.jpg,4,1,images/CBS This Morning/11118_11359,0.3140625059604645,0.18611110746860504
0.970060111174152,0.07875747074107232,1,0.7887088060379028,0.025565678491584753,images/CBS This Morning/11118_11359/00011126.jpg,4,2,images/CBS This Morning/11118_11359,0.7723958492279053,0.22777777910232544
0.9421137921955597,0.10724614730194797,1,0.9069300889968872,0.22908939941841766,images/CBS This Morning/11118_11359/00011126.jpg,4,3,images/CBS This Morning/11118_11359,0.7723958492279053,0.22777777910232544
0.8845279548480163,0.1621494319188474,1,0.9650577306747437,0.22908939941841766,images/CBS This Morning/11118_11359/00011127.jpg,4,0,images/CBS This Morning/11118_11359,0.7723958492279053,0.22777777910232544
0.8723432974742924,0.1492651754180883,1,0.953835129737854,0.2317750047165664,images/CBS This Morning/11118_11359/00011127.jpg,4,1,images/CBS This Morning/11118_11359,0.3151041567325592,0.18611110746860504
0.9707187012129774,0.07875747074107248,1,0.7910410165786743,0.025432701694704914,images/CBS This Morning/11118_11359/00011127.jpg,4,2,images/CBS This Morning/11118_11359,0.7718750238418579,0.22777777910232544
0.9446940115030761,0.10724614730194793,1,0.907437801361084,0.22857670532723223,images/CBS This Morning/11118_11359/00011127.jpg,4,3,images/CBS This Morning/11118_11359,0.7718750238418579,0.22777777910232544
0.8884490872075561,0.16214943191884737,1,0.9636440277099609,0.22841536482061445,images/CBS This Morning/11118_11359/00011128.jpg,4,0,images/CBS This Morning/11118_11359,0.7718750238418579,0.22685185074806213
0.8912043372010665,0.1492651754180882,1,0.9502105712890625,0.23337051877252732,images/CBS This Morning/11118_11359/00011128.jpg,4,1,images/CBS This Morning/11118_11359,0.3135416805744171,0.18333333730697632
0.9698398395057608,0.0787574707410724,1,0.7920739650726318,0.00963153750419987,images/CBS This Morning/11118_11359/00011128.jpg,4,2,images/CBS This Morning/11118_11359,0.7708333134651184,0.22685185074806213
0.9463204619030138,0.10724614730194793,1,0.902374804019928,0.022705236080170315,images/CBS This Morning/11118_11359/00011128.jpg,4,3,images/CBS This Morning/11118_11359,0.7708333134651184,0.22777777910232544
0.8887301746227754,0.16214943191884737,1,0.9625956416130066,0.22687635230755712,images/CBS This Morning/11118_11359/00011129.jpg,4,0,images/CBS This Morning/11118_11359,0.770312488079071,0.22685185074806213
0.908903202839057,0.1492651754180882,1,0.9522237777709961,0.23437911521179478,images/CBS This Morning/11118_11359/00011129.jpg,4,1,images/CBS This Morning/11118_11359,0.3125,0.18611110746860504
0.9677973203988622,0.0787574707410724,1,0.791502833366394,0.024089925786897975,images/CBS This Morning/11118_11359/00011129.jpg,4,2,images/CBS This Morning/11118_11359,0.7697916626930237,0.22685185074806213
0.945076705714826,0.10724614730194793,1,0.8986536264419556,0.025094462774873007,images/CBS This Morning/11118_11359/00011129.jpg,4,3,images/CBS This Morning/11118_11359,0.770312488079071,0.22777777910232544
0.8901052038254588,0.16214943191884737,1,0.9604477286338806,0.2258971046227424,images/CBS This Morning/11118_11359/00011130.jpg,4,0,images/CBS This Morning/11118_11359,0.7697916626930237,0.2240740805864334
0.919599357726381,0.1492651754180883,1,0.9529160857200623,0.23229582077231975,images/CBS This Morning/11118_11359/00011130.jpg,4,1,images/CBS This Morning/11118_11359,0.31458333134651184,0.18611110746860504
0.9663807584910277,0.0787574707410724,1,0.7944916486740112,0.009110491948369765,images/CBS This Morning/11118_11359/00011130.jpg,4,2,images/CBS This Morning/11118_11359,0.7697916626930237,0.22685185074806213
0.9433234322330875,0.10724614730194793,1,0.8944909572601318,0.025094462774873007,images/CBS This Morning/11118_11359/00011130.jpg,4,3,images/CBS This Morning/11118_11359,0.770312488079071,0.22777777910232544
0.9132263124520241,0.1621494319188474,1,0.9556303024291992,0.2258971046227424,images/CBS This Morning/11118_11359/00011131.jpg,4,0,images/CBS This Morning/11118_11359,0.7697916626930237,0.2240740805864334
0.9359706601104325,0.14926517541808837,1,0.9522209167480469,0.2338546328816309,images/CBS This Morning/11118_11359/00011131.jpg,4,1,images/CBS This Morning/11118_11359,0.31302082538604736,0.18796296417713165
0.963670007824465,0.07875747074107232,1,0.787094235420227,0.005926855962421874,images/CBS This Morning/11118_11359/00011131.jpg,4,2,images/CBS This Morning/11118_11359,0.7682291865348816,0.2240740805864334
0.9424846199201237,0.10724614730194793,1,0.8892872333526611,0.023014077463891204,images/CBS This Morning/11118_11359/00011131.jpg,4,3,images/CBS This Morning/11118_11359,0.768750011920929,0.22592592239379883
0.9205805678855774,0.1621494319188474,1,0.9552627205848694,0.027431543382530205,images/CBS This Morning/11118_11359/00011132.jpg,4,0,images/CBS This Morning/11118_11359,0.768750011920929,0.2231481522321701
0.9449357911794918,0.1494602739055461,1,0.9477049112319946,0.23333745300878053,images/CBS This Morning/11118_11359/00011132.jpg,4,1,images/CBS This Morning/11118_11359,0.3135416805744171,0.18888889253139496
0.9622133965223777,0.07875747074107224,1,0.784307599067688,0.004049287879958402,images/CBS This Morning/11118_11359/00011132.jpg,4,2,images/CBS This Morning/11118_11359,0.7677083611488342,0.2222222238779068
0.9430163868771485,0.10724614730194793,1,0.8902583718299866,0.020191790728440042,images/CBS This Morning/11118_11359/00011132.jpg,4,3,images/CBS This Morning/11118_11359,0.7682291865348816,0.2231481522321701
0.9138530113065373,0.16214943191884743,1,0.9548757076263428,0.22364731848992042,images/CBS This Morning/11118_11359/00011133.jpg,4,0,images/CBS This Morning/11118_11359,0.7682291865348816,0.21944443881511688
0.9440027886244888,0.1496549316306392,1,0.930990993976593,0.01724353164536681,images/CBS This Morning/11118_11359/00011133.jpg,4,1,images/CBS This Morning/11118_11359,0.3140625059604645,0.18611110746860504
0.9569268764809933,0.07875747074107232,1,0.7704364061355591,0.002196050760891655,images/CBS This Morning/11118_11359/00011133.jpg,4,2,images/CBS This Morning/11118_11359,0.7677083611488342,0.21944443881511688
0.9451123051763842,0.10724614730194797,1,0.8842048645019531,0.017440885192993923,images/CBS This Morning/11118_11359/00011133.jpg,4,3,images/CBS This Morning/11118_11359,0.7682291865348816,0.2203703671693802
0.9204715445345555,0.16214943191884743,1,0.9536842703819275,0.2232674863406258,images/CBS This Morning/11118_11359/00011134.jpg,4,0,images/CBS This Morning/11118_11359,0.7682291865348816,0.21666666865348816
0.9553471503743506,0.14984915031105114,1,0.9292465448379517,0.01667310940403619,images/CBS This Morning/11118_11359/00011134.jpg,4,1,images/CBS This Morning/11118_11359,0.3135416805744171,0.18796296417713165
0.9504455495110636,0.07875747074107232,1,0.7767003774642944,0.013700992066173007,images/CBS This Morning/11118_11359/00011134.jpg,4,2,images/CBS This Morning/11118_11359,0.7677083611488342,0.21666666865348816
0.9465288670842187,0.10724614730194793,1,0.8822774291038513,0.015612251938123807,images/CBS This Morning/11118_11359/00011134.jpg,4,3,images/CBS This Morning/11118_11359,0.7682291865348816,0.21851852536201477
0.924552874471107,0.16214943191884743,1,0.9502334594726562,0.02121880670268965,images/CBS This Morning/11118_11359/00011135.jpg,4,0,images/CBS This Morning/11118_11359,0.7677083611488342,0.21481481194496155
0.9544653220453374,0.15004293165170726,1,0.9277231097221375,0.01672445107719286,images/CBS This Morning/11118_11359/00011135.jpg,4,1,images/CBS This Morning/11118_11359,0.3135416805744171,0.18611110746860504
