head_size,own_target_rank,ownership_correct,ownership_margin,path,people_count,query_index,sequence_id,target_cluster
0.16214943191884737,1,1.0,0.2356710433959961,images/CBS This Morning/11118_11359/00011121.jpg,4,0,images/CBS This Morning/11118_11359,0
0.14926517541808793,1,1.0,0.625032901763916,images/CBS This Morning/11118_11359/00011121.jpg,4,1,images/CBS This Morning/11118_11359,1
0.07875747074107224,1,1.0,2.6059770584106445,images/CBS This Morning/11118_11359/00011121.jpg,4,2,images/CBS This Morning/11118_11359,0
0.10724614730194797,1,1.0,4.253767967224121,images/CBS This Morning/11118_11359/00011121.jpg,4,3,images/CBS This Morning/11118_11359,0
0.16214943191884737,1,1.0,0.28842782974243164,images/CBS This Morning/11118_11359/00011122.jpg,4,0,images/CBS This Morning/11118_11359,0
0.14926517541808806,1,1.0,0.6159982681274414,images/CBS This Morning/11118_11359/00011122.jpg,4,1,images/CBS This Morning/11118_11359,1
0.07875747074107217,1,1.0,2.695521116256714,images/CBS This Morning/11118_11359/00011122.jpg,4,2,images/CBS This Morning/11118_11359,0
0.10724614730194797,1,1.0,4.324760437011719,images/CBS This Morning/11118_11359/00011122.jpg,4,3,images/CBS This Morning/11118_11359,0
0.16214943191884737,1,1.0,0.6047046184539795,images/CBS This Morning/11118_11359/00011123.jpg,4,0,images/CBS This Morning/11118_11359,0
0.14926517541808798,1,1.0,0.5675873756408691,images/CBS This Morning/11118_11359/00011123.jpg,4,1,images/CBS This Morning/11118_11359,1
0.07875747074107224,1,1.0,2.9199206829071045,images/CBS This Morning/11118_11359/00011123.jpg,4,2,images/CBS This Morning/11118_11359,0
0.10724614730194797,1,1.0,4.395802974700928,images/CBS This Morning/11118_11359/00011123.jpg,4,3,images/CBS This Morning/11118_11359,0
0.16214943191884737,1,1.0,0.3210458755493164,images/CBS This Morning/11118_11359/00011124.jpg,4,0,images/CBS This Morning/11118_11359,0
0.14926517541808806,1,1.0,0.4893970489501953,images/CBS This Morning/11118_11359/00011124.jpg,4,1,images/CBS This Morning/11118_11359,1
0.07875747074107224,1,1.0,2.911503314971924,images/CBS This Morning/11118_11359/00011124.jpg,4,2,images/CBS This Morning/11118_11359,0
0.10724614730194797,1,1.0,4.414762496948242,images/CBS This Morning/11118_11359/00011124.jpg,4,3,images/CBS This Morning/11118_11359,0
0.16214943191884737,1,1.0,0.31133198738098145,images/CBS This Morning/11118_11359/00011125.jpg,4,0,images/CBS This Morning/11118_11359,0
0.14926517541808806,1,1.0,0.6366944313049316,images/CBS This Morning/11118_11359/00011125.jpg,4,1,images/CBS This Morning/11118_11359,1
0.07875747074107232,1,1.0,3.081702470779419,images/CBS This Morning/11118_11359/00011125.jpg,4,2,images/CBS This Morning/11118_11359,0
0.10724614730194797,1,1.0,4.4600510597229,images/CBS This Morning/11118_11359/00011125.jpg,4,3,images/CBS This Morning/11118_11359,0
0.16214943191884737,1,1.0,0.0021152496337890625,images/CBS This Morning/11118_11359/00011126.jpg,4,0,images/CBS This Morning/11118_11359,0
0.14926517541808806,1,1.0,0.6318073272705078,images/CBS This Morning/11118_11359/00011126.jpg,4,1,images/CBS This Morning/11118_11359,1
0.07875747074107232,1,1.0,2.928096055984497,images/CBS This Morning/11118_11359/00011126.jpg,4,2,images/CBS This Morning/11118_11359,0
0.10724614730194797,1,1.0,4.5058913230896,images/CBS This Morning/11118_11359/00011126.jpg,4,3,images/CBS This Morning/11118_11359,0
0.1621494319188474,1,1.0,0.36276888847351074,images/CBS This Morning/11118_11359/00011127.jpg,4,0,images/CBS This Morning/11118_11359,0
0.1492651754180883,1,1.0,1.2461562156677246,images/CBS This Morning/11118_11359/00011127.jpg,4,1,images/CBS This Morning/11118_11359,1
0.07875747074107248,1,1.0,2.8625502586364746,images/CBS This Morning/11118_11359/00011127.jpg,4,2,images/CBS This Morning/11118_11359,0
0.10724614730194793,1,1.0,4.719829559326172,images/CBS This Morning/11118_11359/00011127.jpg,4,3,images/CBS This Morning/11118_11359,0
