auc,head_size,inout,inout_score,l2,path,people_count,query_index,sequence_id,target_x,target_y
0.9626932475979633,0.16214943191884737,1,0.9298502802848816,0.011255005188531677,images/CBS This Morning/11118_11359/00011121.jpg,4,0,images/CBS This Morning/11118_11359,0.7734375,0.22685185074806213
0.9104718041139627,0.14926517541808793,1,0.9876807928085327,0.2479801923643862,images/CBS This Morning/11118_11359/00011121.jpg,4,1,images/CBS This Morning/11118_11359,0.3151041567325592,0.18611110746860504
0.9644546792896425,0.07875747074107224,1,0.8274301886558533,0.00963153750419987,images/CBS This Morning/11118_11359/00011121.jpg,4,2,images/CBS This Morning/11118_11359,0.7760416865348816,0.22685185074806213
0.9526645826148546,0.10724614730194797,1,0.962956428527832,0.010422443315812163,images/CBS This Morning/11118_11359/00011121.jpg,4,3,images/CBS This Morning/11118_11359,0.7760416865348816,0.22777777910232544
0.95620672903989,0.16214943191884737,1,0.9323340058326721,0.011255005188531677,images/CBS This Morning/11118_11359/00011122.jpg,4,0,images/CBS This Morning/11118_11359,0.7734375,0.22685185074806213
0.8978250953954321,0.14926517541808806,1,0.9878673553466797,0.24908437449598028,images/CBS This Morning/11118_11359/00011122.jpg,4,1,images/CBS This Morning/11118_11359,0.3140625059604645,0.18518517911434174
0.9642714903937077,0.07875747074107217,1,0.8204500079154968,0.010558616614448145,images/CBS This Morning/11118_11359/00011122.jpg,4,2,images/CBS This Morning/11118_11359,0.7744791507720947,0.22685185074806213
0.9518754612169823,0.10724614730194797,1,0.9655547142028809,0.010422443315812163,images/CBS This Morning/11118_11359/00011122.jpg,4,3,images/CBS This Morning/11118_11359,0.7760416865348816,0.22777777910232544
0.947655441711444,0.16214943191884737,1,0.9214428067207336,0.011255005188531677,images/CBS This Morning/11118_11359/00011123.jpg,4,0,images/CBS This Morning/11118_11359,0.7734375,0.22685185074806213
0.8870588540681655,0.14926517541808798,1,0.9881630539894104,0.2480454402713697,images/CBS This Morning/11118_11359/00011123.jpg,4,1,images/CBS This Morning/11118_11359,0.3151041567325592,0.18518517911434174
0.9606974527843599,0.07875747074107224,1,0.8108822703361511,0.01089993138600589,images/CBS This Morning/11118_11359/00011123.jpg,4,2,images/CBS This Morning/11118_11359,0.7739583253860474,0.22685185074806213
0.9461951221321111,0.10724614730194797,1,0.9657244682312012,0.011284732818609812,images/CBS This Morning/11118_11359/00011123.jpg,4,3,images/CBS This Morning/11118_11359,0.7744791507720947,0.22777777910232544
0.9455031575980747,0.16214943191884737,1,0.9170089364051819,0.01089993138600589,images/CBS This Morning/11118_11359/00011124.jpg,4,0,images/CBS This Morning/11118_11359,0.7739583253860474,0.22685185074806213
0.8746031216277853,0.14926517541808806,1,0.9875520467758179,0.24746056711749315,images/CBS This Morning/11118_11359/00011124.jpg,4,1,images/CBS This Morning/11118_11359,0.31562501192092896,0.18611110746860504
0.9622126548669284,0.07875747074107224,1,0.8042393922805786,0.012285971980682903,images/CBS This Morning/11118_11359/00011124.jpg,4,2,images/CBS This Morning/11118_11359,0.7729166746139526,0.22777777910232544
