sample_id,dataset,split,image_path,person_index,localization_l2,failure,final_entropy,final_negative_peak,final_negative_margin,final_spread,pairwise_peak_distance_mean,pairwise_peak_distance_max,pairwise_js_mean,pairwise_js_max,geometry_semantics_conflict,semantic_peak_outside_geometry_support,probe_l2_2,probe_l2_5,probe_l2_8,probe_l2_11,risk_random,risk_final_confidence,risk_final_plus_disagreement
synthetic-8febc3b802b5bfdb1c7a,synthetic,smoke,synthetic/synthetic_00000.jpg,0,0.034213618215305025,0,0.7003529602024808,-0.02092233384323503,-0.00027815353561224873,0.12504759864630313,0.0674012422432557,0.09677419354838712,0.16244942194223636,0.28129434056458824,0.022809896167307983,0,0.026621426496890605,0.061068525359531056,0.05458845918168893,0.08918345876164063,0.28357229100322745,1.1856939113206084,0.49019096070348933
synthetic-23a1e8512bc6cca60e85,synthetic,smoke,synthetic/synthetic_00001.jpg,0,0.03240364153830133,0,0.6390392776203189,-0.03227742537412982,-0.0019381966610697264,0.10110347519986386,0.05318775390856001,0.09123958466923186,0.07607704143562907,0.15327887113715108,0.025502239194906257,0,0.036010077562205235,0.036010077562205235,0.004818567476105131,0.06862591554106523,0.4510732761727376,0.493263619779414,0.004607159980115399
synthetic-d69b4d1c32739f046109,synthetic,smoke,synthetic/synthetic_00002.jpg,0,0.08892808657830807,0,0.5185340593314491,-0.06749343747338904,-0.0005349222887840316,0.06659614754274236,0.03798115646368803,0.07213122508063831,0.0609116396262219,0.14515018751259395,0.016129032258064502,0,0.04399166904479058,0.06751296405764354,0.06751296405764354,0.08892808657830807,0.486843391085651,-0.6124595518668431,-0.575700355250368
synthetic-bb41d45375f0d728eec7,synthetic,smoke,synthetic/synthetic_00003.jpg,0,0.034005404906766554,0,0.5370547268828719,-0.06519687531946829,-0.008610754675274099,0.07100146229653885,0.03133562970293652,0.045619792334615994,0.03506841283695213,0.06404154057956177,0.011404948083654,0,0.01840927676976371,0.03647313180383127,0.01284444200731416,0.01284444200731416,0.6815627318523436,-0.862736288626956,-0.8075721445737734
synthetic-12eac0e7f52001725693,synthetic,smoke,synthetic/synthetic_00004.jpg,0,0.015629141172155005,0,0.4992452577172795,-0.0806525773802657,-0.0038255255817054717,0.06228094220857847,0.03671197378895799,0.045619792334615945,0.037115453034686836,0.07061686634986508,0.016129032258064505,0,0.01769893097870766,0.015629141172155005,0.029319201080167584,0.030472900354072092,0.03580633311029724,-1.0154780003717083,-0.8537655645581927
synthetic-ba82a126abe637febf95,synthetic,smoke,synthetic/synthetic_00005.jpg,0,0.146403657383066,0,0.5475512640539263,-0.05976834570858947,-0.004238995385459965,0.0736313735544507,0.07214037890056589,0.1163081056601287,0.21731484092321543,0.45727888190737326,0.03421484425096198,0,0.047977704704285196,0.037854644776360066,0.07653260337895172,0.13563431318322572,0.03973360995890041,-0.5313791132127839,-0.09167253377668134
synthetic-1af74a49448f03f4954e,synthetic,smoke,synthetic/synthetic_00006.jpg,0,0.029533282469193702,0,0.5114825927202901,-0.07621790723085382,-0.006100212070577121,0.06497918385935958,0.04335750054970958,0.07213122508063839,0.060204564488045426,0.10451594324568335,0.016129032258064512,0,0.001718760117829777,0.029533282469193702,0.042938182874913855,0.03137843783792114,0.9129156460309285,-1.0079635420856303,-0.7589371529561824
synthetic-0231217b21722266dbbb,synthetic,smoke,synthetic/synthetic_00007.jpg,0,0.14655951061070116,0,0.644904278095789,-0.029948065618079184,-0.00023089254122516528,0.10318782826507214,0.07492292917020928,0.13300340727798904,0.208393677268654,0.4532491485660576,0.025502239194906278,0,0.032061208051133924,0.0767204760084614,0.1190286623541356,0.14655951061070116,0.8136930441259058,0.6435935696847029,0.4476622073193089
synthetic-ee21c5ab27a1511b7361,synthetic,smoke,synthetic/synthetic_00008.jpg,0,0.05406535996105747,0,0.5696306601494541,-0.0508838131076621,-0.002756025230202186,0.0795400461927729,0.031335629702936484,0.04561979233461593,0.031255070858828976,0.07175306628007708,0.0,0,0.060985697593165175,0.03635313180811954,0.022920689977665085,0.022920689977665085,0.39576818641374845,-0.2267795818129481,-0.5307143116299792
synthetic-976ae6a67e85a9cc7b0f,synthetic,smoke,synthetic/synthetic_00009.jpg,0,0.030717622233756695,0,0.5941263642329333,-0.04239137106399196,-0.0007394603398356361,0.08653037349015227,0.050003027310461134,0.07213122508063842,0.11434867141768783,0.19513742157590913,0.011404948083653981,0,0.07104222656083096,0.030717622233756695,0.07262069589029896,0.04952469330885185,0.19673512448885833,0.12155462392465229,-0.15281447628074277
synthetic-c6106c41c66d1ca6bb27,synthetic,smoke,synthetic/synthetic_00010.jpg,0,0.042512615145107326,0,0.564276913677686,-0.053721085694986896,-0.004811714348150795,0.07802598687001099,0.030413194889743964,0.045619792334615945,0.0616038480329446,0.13840690202655664,0.016129032258064505,0,0.042512615145107326,0.04195517276716404,0.04195517276716404,0.042512615145107326,0.3671015887984207,-0.3900687764428128,-0.5378220247425173
synthetic-9ffef11a6e572de7bb58,synthetic,smoke,synthetic/synthetic_00011.jpg,0,0.10034995900655685,0,0.6488232601051742,-0.02890913339468667,-0.0001787703928119548,0.10464900672120622,0.08647451580689815,0.1612903225806451,0.22931212522172376,0.5073876614826167,0.025502239194906257,0,0.056341684069473257,0.03629906357497175,0.05644462725804723,0.10034995900655685,0.4207560121677172,0.6873418479369622,0.5825004069599458
synthetic-f53ebb37cd4cd7cb490c,synthetic,smoke,synthetic/synthetic_00012.jpg,0,0.02916440390642003,0,0.5674167879280975,-0.052224961730541496,-0.002793799906669489,0.07887957569087033,0.03763440860215053,0.06451612903225806,0.059411098980701654,0.10812737735555253,0.011404948083653981,0,0.02916440390642003,0.02148781366067188,0.05650242273140028,0.05650242273140028,0.06748848342952041,-0.2569819569137486,-0.45258887597696185
synthetic-bef18302cf2af1b681fd,synthetic,smoke,synthetic/synthetic_00013.jpg,0,0.2596584942859997,1,0.7437301498708919,-0.015398780876302646,-5.31426635785176e-06,0.14532814748299078,0.1521764165412374,0.27371875400769585,0.44523524907874007,0.6778603028578916,0.5665017036389945,1,0.06179105452942087,0.10410249500152058,0.1661991260844213,0.3030877158544626,0.9382057597082588,1.648409672542987,1.9201280980056228
synthetic-0ed720f49aad89c9d675,synthetic,smoke,synthetic/synthetic_00014.jpg,0,0.17029400139172962,1,0.5937663667316544,-0.03865937575304528,-0.003607861104669402,0.09031608782171499,0.11403099499488188,0.19621814613865218,0.3315485934892271,0.6063582043284621,0.545619792334616,1,0.036203239613586354,0.043485418681807754,0.10993566256740313,0.17029400139172962,0.027428196051121123,0.061678076736981974,0.8639741412041142
synthetic-422ece4660a7ef0d4245,synthetic,smoke,synthetic/synthetic_00015.jpg,0,0.009831277248997008,0,0.7062874899540809,-0.01962638926624285,-0.000825756982859846,0.12828140836984778,0.03133562970293655,0.04561979233461603,0.04382160993215214,0.10337853709713296,0.011404948083654021,0,0.04088054139417745,0.009831277248997008,0.05281116477928666,0.009831277248997008,0.5625359911747366,1.2312444756167287,0.1502268866507076
synthetic-6efd9dd411e97bf6c61a,synthetic,smoke,synthetic/synthetic_00016.jpg,0,0.09281141229274549,0,0.5114244937757996,-0.07371907150259928,-0.00372973637147625,0.06496608478734645,0.045619792334615945,0.09123958466923189,0.08707305629169881,0.2178539083034186,0.016129032258064502,0,0.034106230781575674,0.05417999275516788,0.05417999275516788,0.09281141229274549,0.9658983089290241,-0.8702472592856441,-0.5846285223679695
synthetic-50da5b67feff26631223,synthetic,smoke,synthetic/synthetic_00017.jpg,0,0.1683092734065427,1,0.5784828545514881,-0.04778819661495544,-0.00098917254344464,0.0819762170727627,0.08371379877189293,0.13300340727798907,0.2889664505015107,0.4812886985450133,0.03606561254031919,0,0.043309822859504396,0.043309822859504396,0.14063299913829616,0.17123199361176983,0.9371927282655681,-0.0514968444579646,0.24644470354220388
synthetic-49a49ff9eac72f6879cf,synthetic,smoke,synthetic/synthetic_00018.jpg,0,0.27906293887826206,1,0.7011912622217151,-0.020856517104796895,-0.0004851648419348445,0.1254053820641849,0.20759176015479372,0.3677985242255284,0.5302016868479363,0.6918078753725518,0.545619792334616,1,0.07676159742270583,0.09698395779110838,0.20950605895868898,0.29268372362553147,0.3486310858895535,1.183573321241094,2.056306518853342
synthetic-a9c4281b25bbd2ab1924,synthetic,smoke,synthetic/synthetic_00019.jpg,0,0.05856921512389377,0,0.5034385415230149,-0.08228695852327178,-0.013439489005990762,0.06319266029157805,0.03133562970293652,0.04561979233461601,0.04289654520107772,0.06789678335973817,0.0,0,0.0223756675094897,0.053154754918906796,0.0332504960299111,0.0332504960299111,0.6420272508378754,-1.470033563266986,-1.0759417514984735
synthetic-64f72d163a70935dabe5,synthetic,smoke,synthetic/synthetic_00020.jpg,0,0.07019861369856298,0,0.3522556254756832,-0.19772340816049933,-0.028879281933692047,0.037420919804238,0.05318775390856007,0.09123958466923199,0.1144268687060883,0.2786846710484192,0.016129032258064543,0,0.03717460435356233,0.009109953046376167,0.039100585735428905,0.07471285298302667,0.506251465126616,-4.146774128184181,-1.968257648452262
synthetic-e367bd13a9d113d5221a,synthetic,smoke,synthetic/synthetic_00021.jpg,0,0.03213866107389742,0,0.5974552643178309,-0.04305140906825988,-0.0036920017945910183,0.08753382589567014,0.029108675066522014,0.04561979233461597,0.040687581971526034,0.06759213444926587,0.011404948083654,0,0.011637459295185355,0.03213866107389742,0.03213866107389742,0.035866819091120945,0.5421755766825463,-0.0035646570936900164,-0.42517314636531606
synthetic-f518c875ed1c8cb002b8,synthetic,smoke,synthetic/synthetic_00022.jpg,0,0.039242728770862996,0,0.6607057522896512,-0.027381008844219727,-0.00036745882735659055,0.10901064625887731,0.04431527251139405,0.06451612903225809,0.058574569370552367,0.0917487539121622,0.011404948083653992,0,0.004951549896225183,0.04450086082411025,0.039242728770862996,0.039242728770862996,0.7717799387474376,0.7872115070649796,0.019734666304760475
synthetic-8fd1f269d84e390e251c,synthetic,smoke,synthetic/synthetic_00023.jpg,0,0.03031226845825465,0,0.47407026205381264,-0.09401888144194771,-0.006663707053296955,0.05707724119695723,0.03798115646368808,0.07213122508063842,0.0347437323619267,0.09274363659351165,0.011404948083654021,0,0.03321509903456235,0.036962698176716824,0.036962698176716824,0.047440478118457266,0.19666328672892752,-1.4302411529832828,-0.9896832861509625
synthetic-02d3c30147471d3bda5d,synthetic,smoke,synthetic/synthetic_00024.jpg,0,0.14598558673160553,0,0.6558273294192584,-0.028827594492692416,-0.0022002853870933883,0.10716185760443805,0.09484401249885727,0.16129032258064516,0.2242712146694802,0.45016660336311454,0.5411211251096193,1,0.03241352651861294,0.033368636047441474,0.0929293768716038,0.16502725745665445,0.10592700612619177,0.6454181618605918,0.854692572550991
synthetic-54c17b9dcf7ccf4abe29,synthetic,smoke,synthetic/synthetic_00025.jpg,0,0.18358664999176214,1,0.6634421990873212,-0.026074342121042045,-0.00040660430331287273,0.11053908358712364,0.11552060742207067,0.19354838709677424,0.32851807040034203,0.5967954945832477,0.545619792334616,1,0.03913106834589176,0.03913106834589176,0.10829950236479416,0.2051781480708885,0.8058420361100915,0.8256206210595165,1.1961665563731416
synthetic-7b2dd62fc9e1b3fca9b5,synthetic,smoke,synthetic/synthetic_00026.jpg,0,0.019770948958474338,0,0.712453148184226,-0.018982788252743837,-0.0007781056014098328,0.13076343438944812,0.059486532807774085,0.09123958466923195,0.09237555259753766,0.20126659140404174,0.011404948083654,0,0.051447582816104336,0.0495733428238097,0.02328754173735939,0.019770948958474338,0.3842144690764059,1.2913281572960846,0.40493869909616076
synthetic-f37185462121c0c3934c,synthetic,smoke,synthetic/synthetic_00027.jpg,0,0.057456125505774676,0,0.5546907902176181,-0.05412504427787638,-0.0011865137002754975,0.0755260789833224,0.029108675066522,0.045619792334615945,0.033492301188665786,0.061170235917385574,0.011404948083653981,0,0.030199573293996716,0.02523419902062889,0.055008698686740076,0.02523419902062889,0.5039394730902634,-0.2826555062833717,-0.558253209388681
synthetic-116ac12b958ac7450641,synthetic,smoke,synthetic/synthetic_00028.jpg,0,0.03338607017999247,0,0.47617840082887836,-0.09868470717748742,-0.017083305115080397,0.05749578907054184,0.030413194889744005,0.04561979233461601,0.03523829806504636,0.0772723458626261,0.011404948083654021,0,0.03338607017999247,0.07682167834748328,0.03338607017999247,0.07682167834748328,0.7312622732686558,-1.9655087445540684,-1.293169644319988
synthetic-91f2a912539753c152c9,synthetic,smoke,synthetic/synthetic_00029.jpg,0,0.009567934162110372,0,0.5766709042711609,-0.04908661077923347,-0.003807088527260076,0.08145023320924023,0.04650688999931657,0.07213122508063836,0.0847073722068994,0.18283597525106754,0.022809896167307983,0,0.03467628630469503,0.009567934162110372,0.03908295487837497,0.02467262382147191,0.39092050712603976,-0.21277026577948915,-0.33375356658239225
synthetic-c3e774ee3906cda5d94b,synthetic,smoke,synthetic/synthetic_00030.jpg,0,0.14010229216956133,0,0.6072391172853878,-0.03888248568551903,-0.0010894437631474366,0.09055951627236254,0.07603298722435993,0.13685937700384787,0.1991654632651003,0.4032955348160613,0.0,0,0.020410552750247533,0.027668107096723283,0.11481350584232664,0.07085695193176786,0.9697754632483395,0.23258367389084228,0.22554162611528053
synthetic-5392f5f51fe73b263c81,synthetic,smoke,synthetic/synthetic_00031.jpg,0,0.0740602776722342,0,0.5884688401216105,-0.04570377246988409,-0.0039590777198871205,0.08484976717697047,0.0420883178749795,0.06451612903225801,0.08282200625776574,0.13516758232952486,0.011404948083653981,0,0.030062180447694084,0.054756787911656585,0.0496468721664905,0.0740602776722342,0.31086352232125236,-0.10557726760688069,-0.3412095670195229
synthetic-8028cf76ef9db4ce9e83,synthetic,smoke,synthetic/synthetic_00032.jpg,0,0.07959481616787395,0,0.5137845305451066,-0.07393846062170646,-0.005473512965198518,0.06550924460260209,0.06923147474347983,0.10200895677962515,0.18517036248645366,0.3806674626646425,0.0255022391949063,0,0.03630938331378553,0.013022655342245995,0.058439407430869866,0.07959481616787395,0.2845871010575127,-0.9417294822585929,-0.37236718166733956
synthetic-02aeab00e4ef6b1ec883,synthetic,smoke,synthetic/synthetic_00033.jpg,0,0.007219212916497855,0,0.6452203324875263,-0.030029185389281076,-0.001246432352099404,0.10362129734356651,0.04462668322443967,0.07213122508063845,0.04493261091376229,0.1072020828340056,0.02550223919490631,0,0.007219212916497855,0.0479811357082871,0.0479811357082871,0.024450181250567433,0.7847038953225555,0.6000126956265125,-0.04632769223794603
synthetic-1bacede659749910820c,synthetic,smoke,synthetic/synthetic_00034.jpg,0,0.04315262273153235,0,0.6581613585415343,-0.02819316737186855,-0.001197327887096148,0.1080320642941948,0.02910867506652204,0.04561979233461601,0.027544274495359875,0.06924972572711657,0.011404948083653981,0,0.025270026110548977,0.056347826941754595,0.056347826941754595,0.06632233583069931,0.6690759872576326,0.7186461016645962,-0.11384681006271201
synthetic-685a2ff3d4d4a44d4fa9,synthetic,smoke,synthetic/synthetic_00035.jpg,0,0.04378884852032932,0,0.5548635330761607,-0.05661243946752389,-0.004510119271788807,0.07552940331126452,0.02910867506652204,0.04561979233461601,0.029287420163961065,0.045327676650381135,0.0,0,0.022972885534921297,0.06533839781937376,0.04378884852032932,0.04378884852032932,0.3428245108250486,-0.4660887699351317,-0.6579438378661191
synthetic-80bd77b9a19c1ed3a5df,synthetic,smoke,synthetic/synthetic_00036.jpg,0,0.1511277491169462,1,0.5544403982943851,-0.057409966202489615,-0.005580586987302148,0.0754105454944731,0.1076975524243362,0.18809522241436452,0.27023291987580506,0.5407741206999588,0.036065612540319154,0,0.022740153108966887,0.06930585595403801,0.12196053976024533,0.1917753940250888,0.6873148713205932,-0.5282833196036651,0.19205868286431083
synthetic-26bfb9c5fbbe26cc6bd7,synthetic,smoke,synthetic/synthetic_00037.jpg,0,0.2209329146881524,1,0.6087896880747808,-0.03497505129761404,-0.0006191909368313681,0.10109370017572715,0.15529416847001484,0.2885249003225535,0.4068304058206745,0.674030092186497,0.5470238056035911,1,0.051432680243052746,0.1337550206019937,0.17741512072162702,0.2457817205541716,0.5311037246756358,0.4234395413220189,1.3611689621448133
