dataset,model_label,path,person_index,people_count,crowd_bin,head_size,head_size_bin,inout,target_x,target_y,target_distance,target_distance_bin,target_cluster,num_target_clusters,target_separation,target_separation_bin,pred_x,pred_y,auc,l2,avg_l2,min_l2,inout_score,target_confusion,association_margin
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011121.jpg,0,4,4,0.16214943191884737,large,1,0.7734375,0.22685185185185186,0.6018578176175569,far,0,2,0.46189711574417563,far,0.78125,0.21875,0.9644591292223371,0.011255005983088389,,,0.932853102684021,0.0,0.4569112201701303
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011121.jpg,1,4,4,0.14926517541808793,medium,1,0.3151041666666667,0.18611111111111112,0.4983006748301472,medium,1,2,0.46189711574417563,far,0.5625,0.1875,0.9108967726863131,0.24739973193809267,,,0.9877352118492126,1.0,-0.031059676392074242
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011121.jpg,2,4,4,0.07875747074107224,small,1,0.7760416666666666,0.22685185185185186,0.2117493873643536,near,0,2,0.46189711574417563,far,0.78125,0.21875,0.9640274857509448,0.009631549176558613,,,0.832329511642456,0.0,0.4569112201701303
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011121.jpg,3,4,4,0.10724614730194797,medium,1,0.7760416666666666,0.22777777777777777,0.47931795842462127,medium,0,2,0.46189711574417563,far,0.78125,0.21875,0.9528685378633648,0.010422452097085871,,,0.9650126695632935,0.0,0.4569112201701303
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011122.jpg,0,4,4,0.16214943191884737,large,1,0.7734375,0.22685185185185186,0.6019051633569443,far,0,2,0.46249900596541776,far,0.78125,0.21875,0.9556193379241806,0.011255005983088389,,,0.9306046366691589,0.0,0.45770243533233196
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011122.jpg,1,4,4,0.14926517541808806,medium,1,0.3140625,0.18518518518518517,0.49945620915939953,medium,1,2,0.46249900596541776,far,0.5625,0.1875,0.8977338717751894,0.2484482839020565,,,0.9878908395767212,1.0,-0.03262021369467735
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011122.jpg,2,4,4,0.07875747074107217,small,1,0.7744791666666667,0.22685185185185186,0.2101517433190489,near,0,2,0.46249900596541776,far,0.78125,0.21875,0.9639904029784881,0.01055860726881782,,,0.8204294443130493,0.0,0.45770243533233196
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011122.jpg,3,4,4,0.10724614730194797,medium,1,0.7760416666666666,0.22777777777777777,0.47931795842462127,medium,0,2,0.46249900596541776,far,0.78125,0.21875,0.9518502449317122,0.010422452097085871,,,0.9656652808189392,0.0,0.45770243533233196
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011123.jpg,0,4,4,0.16214943191884737,large,1,0.7734375,0.22685185185185186,0.6019525090967638,far,0,2,0.4607700867058865,far,0.78125,0.21875,0.9473639711199369,0.011255005983088389,,,0.9201481342315674,0.0,0.4562214340173535
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011123.jpg,1,4,4,0.14926517541808798,medium,1,0.3151041666666667,0.18518518518518517,0.4982759294477189,medium,1,2,0.4607700867058865,far,0.5625,0.203125,0.8868419198492957,0.2480454299242062,,,0.9882851839065552,1.0,-0.03522547855773639
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011123.jpg,2,4,4,0.07875747074107224,small,1,0.7739583333333333,0.22685185185185186,0.20958791354330897,near,0,2,0.4607700867058865,far,0.78125,0.21875,0.9604860809813583,0.010899926889990301,,,0.8114544153213501,0.0,0.4562214340173535
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011123.jpg,3,4,4,0.10724614730194797,medium,1,0.7744791666666667,0.22777777777777777,0.47775935998114893,medium,0,2,0.4607700867058865,far,0.78125,0.21875,0.9460757156048015,0.011284722222222187,,,0.9662116765975952,0.0,0.4562214340173535
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011124.jpg,0,4,4,0.16214943191884737,large,1,0.7739583333333333,0.22685185185185186,0.6025680037536719,far,0,2,0.45967681186092146,far,0.78125,0.21875,0.9450915388238086,0.010899926889990301,,,0.9149174094200134,0.0,0.45506034337120854
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011124.jpg,1,4,4,0.14926517541808806,medium,1,0.315625,0.18611111111111112,0.4975451977539219,medium,1,2,0.45967681186092146,far,0.5625,0.203125,0.8745015148312549,0.2474605787597763,,,0.9875045418739319,1.0,-0.03512295643575422
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011124.jpg,2,4,4,0.07875747074107224,small,1,0.7729166666666667,0.22777777777777777,0.2086244590294358,near,0,2,0.45967681186092146,far,0.78125,0.21875,0.962025016038299,0.012285976397884792,,,0.8051392436027527,0.0,0.45506034337120854
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011124.jpg,3,4,4,0.10724614730194797,medium,1,0.7734375,0.22777777777777777,0.4767203085430437,medium,0,2,0.45967681186092146,far,0.78125,0.21875,0.9477466653316869,0.011938841143718187,,,0.960657000541687,0.0,0.45506034337120854
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011125.jpg,0,4,4,0.16214943191884737,large,1,0.7734375,0.22777777777777777,0.6021326371899834,far,0,2,0.46126077411385324,far,0.78125,0.21875,0.9455639733449033,0.011938841143718187,,,0.925682008266449,0.0,0.45655982142624596
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011125.jpg,1,4,4,0.14926517541808806,medium,1,0.31354166666666666,0.18611111111111112,0.4992922481442381,medium,1,2,0.46126077411385324,far,0.5625,0.203125,0.8508790471210791,0.24953902330343958,,,0.9905001521110535,1.0,-0.03768309805405787
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011125.jpg,2,4,4,0.07875747074107232,small,1,0.7723958333333333,0.22777777777777777,0.20806101597152105,near,0,2,0.46126077411385324,far,0.78125,0.21875,0.9656702525707632,0.012645040093493189,,,0.8247277140617371,0.0,0.45655982142624596
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011125.jpg,3,4,4,0.10724614730194797,medium,1,0.7729166666666667,0.22777777777777777,0.47620078710912167,medium,0,2,0.46126077411385324,far,0.765625,0.203125,0.948078185317447,0.02570851716723996,,,0.9690075516700745,0.0,0.426694856707117
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011126.jpg,0,4,4,0.16214943191884737,large,1,0.7723958333333333,0.22777777777777777,0.6012330543272928,far,0,2,0.4602233757161358,far,0.78125,0.21875,0.9440280049097591,0.012645040093493189,,,0.9189770221710205,0.0,0.45568118939205593
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011126.jpg,1,4,4,0.14926517541808806,medium,1,0.3140625,0.18611111111111112,0.4984423274911751,medium,1,2,0.4602233757161358,far,0.578125,0.203125,0.8408006912228786,0.2646100457680574,,,0.9911457896232605,1.0,-0.06878125284886422
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011126.jpg,2,4,4,0.07875747074107232,small,1,0.7723958333333333,0.22777777777777777,0.20801406354701962,near,0,2,0.4602233757161358,far,0.78125,0.21875,0.9702915076742799,0.012645040093493189,,,0.8307475447654724,0.0,0.45568118939205593
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011126.jpg,3,4,4,0.10724614730194797,medium,1,0.7723958333333333,0.22777777777777777,0.4757284973860491,medium,0,2,0.4602233757161358,far,0.765625,0.203125,0.9469108196405197,0.025565673004798263,,,0.9714199900627136,0.0,0.42631723641021096
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011127.jpg,0,4,4,0.1621494319188474,large,1,0.7723958333333333,0.22777777777777777,0.6014224401835885,far,0,2,0.45884020793709107,far,0.78125,0.21875,0.9514764505853516,0.012645040093493189,,,0.9130206108093262,0.0,0.45439654932666884
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011127.jpg,1,4,4,0.1492651754180883,medium,1,0.3151041666666667,0.18611111111111112,0.4970730278253027,medium,1,2,0.45884020793709107,far,0.5625,0.1875,0.8719461409812844,0.24739973193809267,,,0.9867526292800903,1.0,-0.034015290609040544
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011127.jpg,2,4,4,0.07875747074107248,small,1,0.771875,0.22777777777777777,0.20749759875727586,near,0,2,0.45884020793709107,far,0.765625,0.203125,0.983422517401091,0.025432694551708306,,,0.8577726483345032,0.0,0.4253660683117088
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011127.jpg,3,4,4,0.10724614730194793,medium,1,0.771875,0.22777777777777777,0.47525621004131313,medium,0,2,0.45884020793709107,far,0.765625,0.203125,0.956108830520605,0.025432694551708306,,,0.9815406799316406,0.0,0.4253660683117088
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011128.jpg,0,4,4,0.16214943191884737,large,1,0.771875,0.22685185185185186,0.6011002858461777,far,0,2,0.4597327186751107,far,0.765625,0.203125,0.9544545680413251,0.024536218103035475,,,0.9204287528991699,0.0,0.42784715910295373
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011128.jpg,1,4,4,0.1492651754180882,medium,1,0.31354166666666666,0.18333333333333332,0.49856203143128586,medium,1,2,0.4597327186751107,far,0.5625,0.1875,0.8974594592590122,0.24899319839550282,,,0.9878218770027161,1.0,-0.036577264347255084
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011128.jpg,2,4,4,0.0787574707410724,small,1,0.7708333333333334,0.22685185185185186,0.20634635566161275,near,0,2,0.4597327186751107,far,0.765625,0.203125,0.9855466186073935,0.024291772988212234,,,0.8779259324073792,0.0,0.42784715910295373
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011128.jpg,3,4,4,0.10724614730194793,medium,1,0.7708333333333334,0.22777777777777777,0.474264414390461,medium,0,2,0.4597327186751107,far,0.765625,0.203125,0.9599520890579865,0.025196947995176026,,,0.9847432374954224,0.0,0.42784715910295373
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011129.jpg,0,4,4,0.16214943191884737,large,1,0.7703125,0.22685185185185186,0.5997746055136338,far,0,2,0.4594762283783847,far,0.765625,0.203125,0.9593906558829964,0.02418545337697281,,,0.9329618215560913,0.0,0.4289886279481437
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011129.jpg,1,4,4,0.1492651754180882,medium,1,0.3125,0.18611111111111112,0.49910337619476375,medium,1,2,0.4594762283783847,far,0.5625,0.1875,0.9075823144841602,0.2500038579949231,,,0.9877583384513855,1.0,-0.03861118321732679
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011129.jpg,2,4,4,0.0787574707410724,small,1,0.7697916666666667,0.22685185185185186,0.20531298534498044,near,0,2,0.4594762283783847,far,0.75,0.203125,0.986515962279404,0.030897792287543295,,,0.883417010307312,0.0,0.4064734078717716
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011129.jpg,3,4,4,0.10724614730194793,medium,1,0.7703125,0.22777777777777777,0.47379213446379864,medium,0,2,0.4594762283783847,far,0.765625,0.203125,0.9602850923546448,0.025094463700396013,,,0.9866538643836975,0.0,0.4289886279481437
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011130.jpg,0,4,4,0.16214943191884737,large,1,0.7697916666666667,0.22407407407407406,0.5995269979572406,far,0,2,0.4571461550869611,far,0.765625,0.203125,0.9592586412130517,0.021359419834633925,,,0.9237369894981384,0.0,0.42784882975616373
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011130.jpg,1,4,4,0.1492651754180883,medium,1,0.3145833333333333,0.18611111111111112,0.49674251036469064,medium,1,2,0.4571461550869611,far,0.5625,0.1875,0.9094223616534467,0.24792055708120855,,,0.9867140650749207,1.0,-0.03687030658643703
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011130.jpg,2,4,4,0.0787574707410724,small,1,0.7697916666666667,0.22685185185185186,0.20531298534498044,near,0,2,0.4571461550869611,far,0.75,0.203125,0.9875728212944113,0.030897792287543295,,,0.8854773640632629,0.0,0.4052093929725048
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011130.jpg,3,4,4,0.10724614730194793,medium,1,0.7703125,0.22777777777777777,0.4738393623482409,medium,0,2,0.4571461550869611,far,0.765625,0.203125,0.961740220345834,0.025094463700396013,,,0.9871636629104614,0.0,0.42784882975616373
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011131.jpg,0,4,4,0.1621494319188474,large,1,0.7697916666666667,0.22407407407407406,0.5998110549988809,far,0,2,0.4573798397276646,far,0.765625,0.203125,0.9591110517786753,0.021359419834633925,,,0.9308476448059082,0.0,0.43104089244320276
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011131.jpg,1,4,4,0.14926517541808837,medium,1,0.31302083333333336,0.18796296296296297,0.4978830747719792,medium,1,2,0.4573798397276646,far,0.5625,0.1875,0.9314539784252431,0.24947959623063265,,,0.9893665909767151,1.0,-0.039732357069131446
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011131.jpg,2,4,4,0.07875747074107232,small,1,0.7682291666666666,0.22407407407407406,0.2034283148283835,near,0,2,0.4573798397276646,far,0.75,0.21875,0.9878761583731047,0.018990742010446496,,,0.9015799164772034,0.0,0.4182279787542216
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011131.jpg,3,4,4,0.10724614730194793,medium,1,0.76875,0.22592592592592592,0.4722464299388686,medium,0,2,0.4573798397276646,far,0.765625,0.21875,0.9619508504933862,0.007826847251248489,,,0.9918593764305115,0.0,0.44685442725283914
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011132.jpg,0,4,4,0.1621494319188474,large,1,0.76875,0.22314814814814815,0.5991159382119966,far,0,2,0.4559532509701091,far,0.765625,0.21875,0.9556846036037039,0.005395306491114225,,,0.9305564165115356,0.0,0.4482201841065322
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011132.jpg,1,4,4,0.1494602739055461,medium,1,0.31354166666666666,0.18888888888888888,0.4964513220053007,medium,1,2,0.4559532509701091,far,0.5625,0.1875,0.9436645937396863,0.24896220747024395,,,0.9909164309501648,1.0,-0.04021985260688313
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011132.jpg,2,4,4,0.07875747074107224,small,1,0.7677083333333333,0.2222222222222222,0.20270796205782507,near,0,2,0.4559532509701091,far,0.75,0.21875,0.9883634260031817,0.018045536750258717,,,0.8997549414634705,0.0,0.4187963895310658
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011132.jpg,3,4,4,0.10724614730194793,medium,1,0.7682291666666666,0.22314814814814815,0.4716413448903099,medium,0,2,0.4559532509701091,far,0.765625,0.21875,0.9619404673170986,0.005111300339525803,,,0.9924373030662537,0.0,0.4482201841065322
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011133.jpg,0,4,4,0.16214943191884743,large,1,0.7682291666666666,0.21944444444444444,0.5990010028939038,far,0,2,0.4552378246535947,far,0.765625,0.21875,0.9672077043168056,0.0026951692181006624,,,0.9613164663314819,0.0,0.45011112378496065
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011133.jpg,1,4,4,0.1496549316306392,medium,1,0.3140625,0.18611111111111112,0.49528882228593296,medium,1,2,0.4552378246535947,far,0.5625,0.1875,0.9537659409568098,0.2484413822586641,,,0.9928768277168274,1.0,-0.040370846133644334
vat,p05_shuffle_previous_frame,images/CBS This Morning/11118_11359/00011133.jpg,2,4,4,0.07875747074107232,small,1,0.7677083333333333,0.21944444444444444,0.20248213011406782,near,0,2,0.4552378246535947,far,0.75,0.21875,0.9876625616037558,0.017721944659965055,,,0.9009392857551575,0.0,0.4190742409853658
