dataset,model_label,path,people_count,inframe_count,crowd_bin,mean_head_size,head_size_bin,num_target_clusters,shared_target_fraction,target_separation,target_separation_bin,query_cosine_mean,query_cosine_max,distinct_target_cosine_mean,distinct_target_cosine_max,distinct_target_collapse_rate,query_peak_distance_mean
vat,p05_equal,images/CBS This Morning/11118_11359/00011121.jpg,4,4,4,0.12435455634498888,medium,2,0.5,0.46189711574417563,far,0.5176931223881622,0.8110829358031978,0.5977844238411497,0.8110829358031978,0.0,0.29982457832119996
vat,p05_equal,images/CBS This Morning/11118_11359/00011122.jpg,4,4,4,0.12435455634498889,medium,2,0.5,0.46249900596541776,far,0.5099713954007615,0.7863265718794692,0.5820756311222697,0.7863265718794692,0.0,0.2539224165582686
vat,p05_equal,images/CBS This Morning/11118_11359/00011123.jpg,4,4,4,0.1243545563449889,medium,2,0.5,0.4607700867058865,far,0.4585570346892465,0.7211212342109197,0.5109492527803078,0.7211212342109197,0.0,0.3185401641064009
vat,p05_equal,images/CBS This Morning/11118_11359/00011124.jpg,4,4,4,0.12435455634498892,medium,2,0.5,0.45967681186092146,far,0.4374571533676734,0.6607090753746687,0.48193153103930375,0.629509772742595,0.0,0.3180609869060509
vat,p05_equal,images/CBS This Morning/11118_11359/00011125.jpg,4,4,4,0.12435455634498893,medium,2,0.5,0.46126077411385324,far,0.4363811266582591,0.659963135855867,0.4762617424054023,0.5993322227944323,0.0,0.3180609869060509
vat,p05_equal,images/CBS This Morning/11118_11359/00011126.jpg,4,4,4,0.12435455634498893,medium,2,0.5,0.4602233757161358,far,0.5525986867338076,0.6871590923112258,0.5905596619092789,0.6871590923112258,0.0,0.29781327539250585
vat,p05_equal,images/CBS This Morning/11118_11359/00011127.jpg,4,4,4,0.12435455634498903,medium,2,0.5,0.45884020793709107,far,0.3468242058617445,0.6610727500338248,0.34610716853882595,0.448565084448197,0.0,0.32850883179616824
vat,p05_equal,images/CBS This Morning/11118_11359/00011128.jpg,4,4,4,0.12435455634498899,medium,2,0.5,0.4597327186751107,far,0.33584975137345136,0.6261936300294558,0.3570538523376376,0.5129825278079635,0.0,0.32850883179616824
vat,p05_equal,images/CBS This Morning/11118_11359/00011129.jpg,4,4,4,0.12435455634498899,medium,2,0.5,0.4594762283783847,far,0.34509507696498004,0.6056489949692037,0.3855100223482904,0.6004936254222326,0.0,0.32913224330121943
vat,p05_equal,images/CBS This Morning/11118_11359/00011130.jpg,4,4,4,0.12435455634498899,medium,2,0.5,0.4571461550869611,far,0.3300090794202497,0.5886963601799838,0.3823963728526933,0.5886963601799838,0.0,0.3185401641064009
vat,p05_equal,images/CBS This Morning/11118_11359/00011131.jpg,4,4,4,0.124354556344989,medium,2,0.5,0.4573798397276646,far,0.37888769232261194,0.7771484790071359,0.46323461525451765,0.7771484790071359,0.0,0.31091100591555365
vat,p05_equal,images/CBS This Morning/11118_11359/00011132.jpg,4,4,4,0.12440333096685342,medium,2,0.5,0.4559532509701091,far,0.37621970352204476,0.730057472479303,0.4491462925256687,0.730057472479303,0.0,0.3215632617829864
vat,p05_equal,images/CBS This Morning/11118_11359/00011133.jpg,4,4,4,0.12445199539812672,medium,2,0.5,0.4552378246535947,far,0.39142666308448626,0.777843881801883,0.48400647233045363,0.777843881801883,0.0,0.31091100591555365
vat,p05_equal,images/CBS This Morning/11118_11359/00011134.jpg,4,4,4,0.1245005500682297,medium,2,0.5,0.4554586649850084,far,0.4067366230848913,0.8963371487683907,0.5311585854573355,0.8963371487683907,0.0,0.31372266535278764
vat,p05_equal,images/CBS This Morning/11118_11359/00011135.jpg,4,4,4,0.12454899540339372,medium,2,0.5,0.45495890962224145,far,0.40938676098568877,0.9248847066531569,0.531348716850514,0.9248847066531569,0.0,0.29833418768163295
vat,p05_equal,images/CBS This Morning/11118_11359/00011136.jpg,4,4,4,0.12459733182669383,medium,2,0.5,0.45317277194843175,far,0.3882732139897733,0.8009295411833497,0.49671967408673784,0.8009295411833497,0.0,0.31175536383996477
vat,p05_equal,images/CBS This Morning/11118_11359/00011137.jpg,4,4,4,0.12464555975808123,medium,2,0.5,0.4533818188619588,far,0.3866226229535759,0.8120415348786488,0.48833363172757976,0.8120415348786488,0.0,0.30149358625237205
vat,p05_equal,images/CBS This Morning/11118_11359/00011138.jpg,4,4,4,0.12469367961441558,medium,2,0.5,0.4552921519850149,far,0.36849557923947024,0.9372299697096653,0.4994583581583147,0.9372299697096653,0.0,0.30149358625237205
vat,p05_equal,images/CBS This Morning/11118_11359/00011139.jpg,4,4,4,0.12474169180949647,medium,2,0.5,0.45319572862805796,far,0.38524013210874,0.8637236165371608,0.4791443479871759,0.8637236165371608,0.0,0.29284070466021367
vat,p05_equal,images/CBS This Morning/11118_11359/00011140.jpg,4,4,4,0.12478959675409514,medium,2,0.5,0.4557062200278275,far,0.3947234421259476,0.6928584121469803,0.4206215831770876,0.6928584121469803,0.0,0.29284070466021367
vat,p05_equal,images/CBS This Morning/11118_11359/00011141.jpg,4,4,4,0.12483739485598506,medium,2,0.5,0.456067665293214,far,0.4042234717456617,0.7486461052797406,0.42346306366613445,0.7486461052797406,0.0,0.28456680087577785
vat,p05_equal,images/CBS This Morning/11118_11359/00011142.jpg,4,4,4,0.12488508651997261,medium,2,0.5,0.45667920196219236,far,0.4315830358239446,0.7275756011045492,0.4298594866968793,0.7275756011045492,0.0,0.2930892749506256
vat,p05_equal,images/CBS This Morning/11118_11359/00011143.jpg,4,4,4,0.1248850865199726,medium,2,0.5,0.45494164801835996,far,0.44627236184945257,0.7334444777297192,0.4437223963920525,0.719863886090168,0.0,0.31175536383996477
vat,p05_equal,images/CBS This Morning/11118_11359/00011144.jpg,4,4,4,0.12488508651997264,medium,2,0.5,0.4536290565954238,far,0.47758096633784763,0.7616031691041392,0.4665753794371846,0.7201074124690322,0.0,0.30149358625237205
vat,p05_equal,images/CBS This Morning/11118_11359/00011145.jpg,4,4,4,0.12488508651997264,medium,2,0.5,0.453866080755234,far,0.46677592810104845,0.7458637927896821,0.4659552719883095,0.7404689757646365,0.0,0.2930892749506256
vat,p05_equal,images/CBS This Morning/11118_11359/00011146.jpg,4,4,4,0.12488508651997263,medium,2,0.5,0.452935917339362,far,0.46874973616710386,0.8670239047025544,0.5230183913009234,0.8670239047025544,0.0,0.29154451580004204
vat,p05_equal,images/CBS This Morning/11118_11359/00011147.jpg,4,3,4,0.12488508651997257,medium,2,0.33333333333333337,0.452626600960807,far,0.48139104579672215,0.8846471323420687,0.564169004205726,0.8846471323420687,0.0,0.3028008719530965
vat,p05_equal,images/CBS This Morning/11118_11359/00011148.jpg,4,3,4,0.12488508651997263,medium,2,0.33333333333333337,0.45172384240374885,far,0.47280067925289865,0.8764672383358485,0.5598745572506875,0.8764672383358485,0.0,0.3028008719530965
vat,p05_equal,images/CBS This Morning/11118_11359/00011149.jpg,4,3,4,0.12488508651997264,medium,2,0.33333333333333337,0.4518471908097318,far,0.4731446287153977,0.8860393944222242,0.5511794395462962,0.8860393944222242,0.0,0.3028008719530965
vat,p05_equal,images/CBS This Morning/11118_11359/00011150.jpg,4,3,4,0.12488508651997264,medium,2,0.33333333333333337,0.45028838963784773,far,0.46904433896236336,0.8883469598575798,0.5582612988188436,0.8883469598575798,0.0,0.3028008719530965
vat,p05_equal,images/CBS This Morning/11118_11359/00011151.jpg,4,3,4,0.12488508651997265,medium,2,0.33333333333333337,0.45074522398555045,far,0.4559198373129345,0.8717563893178227,0.5373164855845879,0.8717563893178227,0.0,0.3028008719530965
vat,p05_equal,images/CBS This Morning/11118_11359/00011152.jpg,4,3,4,0.1248850865199727,medium,2,0.33333333333333337,0.4512040971237791,far,0.4305075891580417,0.8456339478897775,0.5097644528850364,0.8456339478897775,0.0,0.3028008719530965
vat,p05_equal,images/CBS This Morning/11118_11359/00011153.jpg,4,3,4,0.1248850865199727,medium,2,0.33333333333333337,0.4517539709881381,far,0.42337864275379533,0.8099233217869312,0.5063778561685396,0.8099233217869312,0.0,0.3028008719530965
vat,p05_equal,images/CBS This Morning/11118_11359/00011154.jpg,4,3,4,0.12488508651997271,medium,2,0.33333333333333337,0.4510050599815303,far,0.4373111036867448,0.8436165820206136,0.5233164566149429,0.8436165820206136,0.0,0.3028008719530965
vat,p05_equal,images/CBS This Morning/11118_11359/00011155.jpg,4,3,4,0.12488508651997271,medium,2,0.33333333333333337,0.4523667968718422,far,0.45647814740585724,0.8176518183660856,0.5208669329562484,0.8176518183660856,0.0,0.3028008719530965
vat,p05_equal,images/CBS This Morning/11118_11359/00011156.jpg,4,3,4,0.12488508651997274,medium,2,0.33333333333333337,0.45285493262244836,far,0.45100193096513314,0.7571380614634229,0.48714988361592293,0.7571380614634229,0.0,0.3032386986742874
vat,p05_equal,images/CBS This Morning/11118_11359/00011157.jpg,4,3,4,0.12488508651997271,medium,2,0.33333333333333337,0.45308377195251814,far,0.4556039969215922,0.6810069108019775,0.4581181425593342,0.6810069108019775,0.0,0.3032386986742874
vat,p05_equal,images/CBS This Morning/11118_11359/00011158.jpg,4,3,4,0.12488508651997271,medium,2,0.33333333333333337,0.4521389927286888,far,0.4963772078047113,0.7333258461079052,0.5027864820340475,0.7333258461079052,0.0,0.3032386986742874
vat,p05_equal,images/CBS This Morning/11118_11359/00011159.jpg,4,3,4,0.12488508651997265,medium,2,0.33333333333333337,0.45223782053000583,far,0.4921783159752273,0.7638329206748707,0.501940229682874,0.7638329206748707,0.0,0.3032386986742874
vat,p05_equal,images/CBS This Morning/11118_11359/00011160.jpg,4,3,4,0.12488508651997268,medium,2,0.33333333333333337,0.5693387888705282,far,0.4271300211411648,0.748474790817724,0.44039737819158054,0.748474790817724,0.0,0.29240976765871246
vat,p05_equal,images/CBS This Morning/11118_11359/00011161.jpg,4,3,4,0.12488508651997264,medium,2,0.33333333333333337,0.5667848536277088,far,0.4023806260235705,0.7443870067142967,0.4282352569746528,0.7443870067142967,0.0,0.29240976765871246
vat,p05_equal,images/CBS This Morning/11118_11359/00011162.jpg,4,3,4,0.12488508651997267,medium,2,0.33333333333333337,0.56683684808389,far,0.3961647731015944,0.7326253109558188,0.429734289844634,0.7326253109558188,0.0,0.3032386986742874
vat,p05_equal,images/CBS This Morning/11118_11359/00011163.jpg,4,3,4,0.12488508651997268,medium,2,0.33333333333333337,0.5668256933115149,far,0.3793694221028056,0.6975513395476189,0.40677343249744563,0.6975513395476189,0.0,0.292900326853296
vat,p05_equal,images/CBS This Morning/11118_11359/00011164.jpg,4,3,4,0.1248850865199727,medium,2,0.33333333333333337,0.5670752650447904,far,0.3756975806401483,0.6803844192612587,0.395591507810999,0.6803844192612587,0.0,0.292900326853296
vat,p05_equal,images/CBS This Morning/11118_11359/00011165.jpg,4,3,4,0.12488508651997268,medium,2,0.33333333333333337,0.5670752650447904,far,0.3725225780926338,0.66113214349311,0.388080478856484,0.66113214349311,0.0,0.292900326853296
vat,p05_equal,images/CBS This Morning/11118_11359/00011166.jpg,4,3,4,0.12488508651997267,medium,2,0.33333333333333337,0.5670452160167763,far,0.36702892887100574,0.6704583490417844,0.3975133577140882,0.6704583490417844,0.0,0.3032386986742874
vat,p05_equal,images/CBS This Morning/11118_11359/00011167.jpg,4,3,4,0.12488508651997268,medium,2,0.33333333333333337,0.5688253654523769,far,0.36413175363025724,0.6953198871537245,0.40903312013390747,0.6953198871537245,0.0,0.3032386986742874
vat,p05_equal,images/CBS This Morning/11118_11359/00011168.jpg,4,3,4,0.12488508651997268,medium,2,0.33333333333333337,0.5690527915613942,far,0.3919733423929726,0.7489893499365395,0.44457819797736453,0.7489893499365395,0.0,0.3032386986742874
vat,p05_equal,images/CBS This Morning/11118_11359/00011169.jpg,4,3,4,0.12488508651997264,medium,2,0.33333333333333337,0.5701002082065687,far,0.404305716862242,0.8130114830732413,0.4824951954474661,0.8130114830732413,0.0,0.1358167167750552
vat,p05_equal,images/CBS This Morning/11118_11359/00011170.jpg,4,3,4,0.12488508651997263,medium,2,0.33333333333333337,0.5711417871015583,far,0.419994582949574,0.8465640287661679,0.5003386082283361,0.8465640287661679,0.0,0.13700985872881152
vat,p05_equal,images/CBS This Morning/11118_11359/00011171.jpg,4,3,4,0.12488508651997268,medium,2,0.33333333333333337,0.570633768434669,far,0.43491077111785065,0.8515839527292606,0.5163933099592937,0.8515839527292606,0.0,0.13700985872881152
vat,p05_equal,images/CBS This Morning/11118_11359/00011172.jpg,4,3,4,0.12488508651997268,medium,2,0.33333333333333337,0.5711545462775438,far,0.4435248775686948,0.8792004832400824,0.5365702917048298,0.8792004832400824,0.0,0.13700985872881152
vat,p05_equal,images/CBS This Morning/11118_11359/00011173.jpg,4,2,4,0.12488508651997268,medium,1,0.5,,shared_only,0.22964996918297267,0.22964996918297267,,,,0.18814991529362962
vat,p05_equal,images/CBS This Morning/11118_11359/00011174.jpg,4,2,4,0.12488508651997268,medium,1,0.5,,shared_only,0.24595749636994876,0.24595749636994876,,,,0.18814991529362962
vat,p05_equal,images/CBS This Morning/11118_11359/00011175.jpg,4,3,4,0.12488508651997268,medium,1,0.6666666666666667,,shared_only,0.45142811671390204,0.9274551929673596,,,,0.13700985872881152
vat,p05_equal,images/CBS This Morning/11118_11359/00011176.jpg,4,3,4,0.1248850865199727,medium,1,0.6666666666666667,,shared_only,0.4422347347633481,0.9245941557276531,,,,0.1267242193812129
vat,p05_equal,images/CBS This Morning/11118_11359/00011177.jpg,4,3,4,0.1248850865199727,medium,1,0.6666666666666667,,shared_only,0.4479533364579696,0.8923855162442846,,,,0.1267242193812129
vat,p05_equal,images/CBS This Morning/11118_11359/00011178.jpg,4,4,4,0.1248850865199727,medium,2,0.5,0.18829329025493893,medium,0.47766536072602506,0.8687331946817395,0.523657969060336,0.836621492082373,0.0,0.09504316453590968
